"","gene","cluster_id","sc_122.cpm","sc_126.cpm","sc_123.cpm","sc_127.cpm","sc_122.frq","sc_126.frq","sc_123.frq","sc_127.frq","WT.frq","gtl1.frq","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","contrast","Name","TF_Name","Description","up_dn_label","clust_up_dn"
"112","AT1G23160","Distal Lateral Root Cap",52.7,56.7,155,152,0.22,0.235,0.524,0.429,0.229,0.466,1.49,6.7,37,1.19e-09,1.52e-06,0.000627,"gtl1-WT","AT1G23160",NA,NA,"Up","Distal Lateral Root Cap_Up"
"113","AT1G28470","Distal Lateral Root Cap",44,63.3,14,19.6,0.172,0.221,0.0558,0.0766,0.2,0.0686,-1.67,5.21,35.5,2.58e-09,2.59e-06,0.00136,"gtl1-WT","NAC010","NAC010","NAC domain containing protein 10","Down","Distal Lateral Root Cap_Down"
"114","AT1G30755","Distal Lateral Root Cap",28.4,39.4,15.6,17.9,0.142,0.203,0.0892,0.0835,0.177,0.0857,-1.01,4.74,12.7,0.000367,0.049,1,"gtl1-WT","AT1G30755",NA,NA,"Down","Distal Lateral Root Cap_Down"
"115","AT1G32010","Distal Lateral Root Cap",0,0,66.4,0,0,0,0.361,0,0,0.139,8.98,3.95,110,1.1e-25,2.09e-21,5.78e-20,"gtl1-WT","AT1G32010",NA,NA,"Up","Distal Lateral Root Cap_Up"
"116","AT1G33240","Distal Lateral Root Cap",37.1,37,11.9,15.2,0.193,0.195,0.0706,0.0766,0.194,0.0743,-1.44,4.74,24.6,7.18e-07,0.000306,0.376,"gtl1-WT","AT-GTL1","GTL1","GT-2-like 1","Down","Distal Lateral Root Cap_Down"
"117","AT1G33750","Distal Lateral Root Cap",12.8,10.9,29.1,32.7,0.0617,0.0609,0.145,0.155,0.0612,0.151,1.39,4.44,22.3,2.39e-06,0.000772,1,"gtl1-WT","TPS22",NA,NA,"Up","Distal Lateral Root Cap_Up"
"118","AT1G44318","Distal Lateral Root Cap",103,125,227,185,0.367,0.396,0.625,0.499,0.383,0.547,0.848,7.32,13.1,0.00029,0.041,1,"gtl1-WT","HEMB2",NA,NA,"Up","Distal Lateral Root Cap_Up"
"119","AT1G47128","Distal Lateral Root Cap",203,262,72.3,84.1,0.555,0.663,0.32,0.32,0.617,0.32,-1.57,7.3,42.6,6.88e-11,1.46e-07,3.62e-05,"gtl1-WT","RD21A",NA,NA,"Down","Distal Lateral Root Cap_Down"
"120","AT1G48070","Distal Lateral Root Cap",29.8,38.8,110,72.3,0.11,0.162,0.349,0.237,0.14,0.28,1.37,5.97,28.1,1.16e-07,7.11e-05,0.0607,"gtl1-WT","AT1G48070",NA,NA,"Up","Distal Lateral Root Cap_Up"
"121","AT1G51035","Distal Lateral Root Cap",5.04,69.4,16.7,177,0.0268,0.0568,0.0669,0.188,0.0439,0.141,1.44,6.1,25.1,5.44e-07,0.000259,0.285,"gtl1-WT","AT1G51035",NA,NA,"Up","Distal Lateral Root Cap_Up"
"122","AT1G52040","Distal Lateral Root Cap",8.7,21.8,23.7,37.5,0.0483,0.0974,0.0967,0.13,0.0762,0.117,1.03,4.57,12.7,0.000361,0.0484,1,"gtl1-WT","MBP1",NA,NA,"Up","Distal Lateral Root Cap_Up"
"123","AT1G53060","Distal Lateral Root Cap",33.4,63.9,93.9,96.7,0.11,0.152,0.286,0.223,0.134,0.247,1.01,6.18,16,6.23e-05,0.012,1,"gtl1-WT","AT1G53060",NA,NA,"Up","Distal Lateral Root Cap_Up"
"124","AT1G61740","Distal Lateral Root Cap",23.4,28.8,58.8,68.4,0.121,0.15,0.264,0.26,0.137,0.261,1.29,5.5,24,9.83e-07,0.00038,0.515,"gtl1-WT","AT1G61740",NA,NA,"Up","Distal Lateral Root Cap_Up"
"125","AT1G66030","Distal Lateral Root Cap",52.2,86.9,13.5,45.3,0.134,0.225,0.0706,0.155,0.186,0.123,-1.34,5.69,24.9,6.12e-07,0.000271,0.32,"gtl1-WT","CYP96A14P",NA,NA,"Down","Distal Lateral Root Cap_Down"
"126","AT1G66200","Distal Lateral Root Cap",36.6,29.4,95.5,106,0.15,0.164,0.457,0.418,0.158,0.433,1.62,6.06,39.6,3.2e-10,5.55e-07,0.000168,"gtl1-WT","ATGSR2",NA,NA,"Up","Distal Lateral Root Cap_Up"
"127","AT1G79330","Distal Lateral Root Cap",26.1,101,9.17,49.7,0.0965,0.172,0.0446,0.111,0.14,0.0857,-1.18,5.61,18,2.19e-05,0.00516,1,"gtl1-WT","AMC5",NA,NA,"Down","Distal Lateral Root Cap_Down"
"128","AT5G02090","Distal Lateral Root Cap",15.6,28.2,57.2,73.6,0.0697,0.12,0.182,0.206,0.0982,0.197,1.59,5.46,35.5,2.58e-09,2.59e-06,0.00135,"gtl1-WT","AT5G02090",NA,NA,"Up","Distal Lateral Root Cap_Up"
"129","AT5G02230","Distal Lateral Root Cap",464,646,227,282,0.748,0.811,0.569,0.589,0.784,0.581,-1.12,8.67,24.2,8.7e-07,0.000346,0.456,"gtl1-WT","AT5G02230",NA,NA,"Down","Distal Lateral Root Cap_Down"
"130","AT5G02560","Distal Lateral Root Cap",27.5,42.1,13.5,20.9,0.145,0.225,0.0892,0.109,0.191,0.101,-1.02,4.79,12.8,0.00035,0.0477,1,"gtl1-WT","HTA12",NA,NA,"Down","Distal Lateral Root Cap_Down"
"131","AT5G04120","Distal Lateral Root Cap",96.2,89.7,43.7,46.2,0.346,0.428,0.242,0.209,0.393,0.221,-1.04,6.14,17,3.67e-05,0.00786,1,"gtl1-WT","IPSP",NA,NA,"Down","Distal Lateral Root Cap_Down"
"132","AT5G04200","Distal Lateral Root Cap",1650,4640,855,2700,0.643,0.769,0.558,0.684,0.715,0.636,-0.864,11.3,15.6,7.75e-05,0.0138,1,"gtl1-WT","AMC9",NA,NA,"Down","Distal Lateral Root Cap_Down"
"133","AT5G15960","Distal Lateral Root Cap",32.5,21.8,9.17,14.4,0.121,0.128,0.0595,0.0557,0.125,0.0571,-1.15,4.36,14.2,0.000167,0.0281,1,"gtl1-WT","KIN1",NA,NA,"Down","Distal Lateral Root Cap_Down"
"134","AT5G15970","Distal Lateral Root Cap",458,379,214,260,0.708,0.659,0.532,0.555,0.68,0.546,-0.818,8.36,13,0.000315,0.0437,1,"gtl1-WT","KIN2",NA,NA,"Down","Distal Lateral Root Cap_Down"
"135","AT5G18470","Distal Lateral Root Cap",31.6,92.1,22.1,27.9,0.107,0.27,0.0967,0.0951,0.2,0.0957,-1.2,5.51,19.2,1.17e-05,0.00295,1,"gtl1-WT","AT5G18470",NA,NA,"Down","Distal Lateral Root Cap_Down"
"136","AT5G18980","Distal Lateral Root Cap",22.4,70,8.63,34.4,0.0697,0.146,0.026,0.0858,0.113,0.0629,-1.14,5.17,16.2,5.73e-05,0.0112,1,"gtl1-WT","AT5G18980",NA,NA,"Down","Distal Lateral Root Cap_Down"
"137","AT5G35940","Distal Lateral Root Cap",86.6,86.6,57.7,30.5,0.241,0.191,0.208,0.118,0.212,0.153,-1.04,6.06,16.3,5.3e-05,0.0105,1,"gtl1-WT","JAL41",NA,NA,"Down","Distal Lateral Root Cap_Down"
"138","AT5G38200","Distal Lateral Root Cap",736,1250,601,486,0.807,0.789,0.688,0.564,0.797,0.611,-0.833,9.59,13.7,0.000219,0.0339,1,"gtl1-WT","AT5G38200",NA,NA,"Down","Distal Lateral Root Cap_Down"
"139","AT5G38610","Distal Lateral Root Cap",47.2,120,18.9,64.5,0.153,0.329,0.0967,0.193,0.253,0.156,-1.07,6.02,16.5,4.99e-05,0.01,1,"gtl1-WT","AT5G38610",NA,NA,"Down","Distal Lateral Root Cap_Down"
"140","AT5G45630","Distal Lateral Root Cap",31.1,33.9,12.4,18.7,0.118,0.11,0.0632,0.0626,0.113,0.0629,-1.06,4.67,13.6,0.000228,0.0347,1,"gtl1-WT","AT5G45630",NA,NA,"Down","Distal Lateral Root Cap_Down"
"141","AT5G50950","Distal Lateral Root Cap",23.4,25.1,63.7,118,0.0992,0.114,0.19,0.288,0.107,0.25,1.87,5.85,48.9,2.75e-12,6.55e-09,1.45e-06,"gtl1-WT","FUM2",NA,NA,"Up","Distal Lateral Root Cap_Up"
"142","AT5G51470","Distal Lateral Root Cap",23.4,22.4,63.7,36.1,0.115,0.112,0.323,0.142,0.113,0.211,1.06,5.19,15.9,6.83e-05,0.0127,1,"gtl1-WT","AT5G51470",NA,NA,"Up","Distal Lateral Root Cap_Up"
"143","AT5G51500","Distal Lateral Root Cap",5.96,7.57,16.7,30.1,0.0268,0.0325,0.0892,0.116,0.03,0.106,1.78,3.96,28.2,1.1e-07,6.99e-05,0.0576,"gtl1-WT","PME60",NA,NA,"Up","Distal Lateral Root Cap_Up"
"144","AT5G52310","Distal Lateral Root Cap",33.4,37.3,12.4,19.2,0.174,0.209,0.0855,0.0974,0.194,0.0929,-1.16,4.76,16.5,4.8e-05,0.00975,1,"gtl1-WT","RD29A",NA,NA,"Down","Distal Lateral Root Cap_Down"
"145","AT5G57625","Distal Lateral Root Cap",22.9,29.1,55.6,54.4,0.105,0.166,0.29,0.232,0.14,0.254,1.08,5.35,16.8,4.23e-05,0.00878,1,"gtl1-WT","AT5G57625",NA,NA,"Up","Distal Lateral Root Cap_Up"
"146","AT5G59490","Distal Lateral Root Cap",85.2,111,36.1,53.1,0.324,0.359,0.208,0.218,0.344,0.214,-1.14,6.19,20.3,6.5e-06,0.00175,1,"gtl1-WT","AT5G59490",NA,NA,"Down","Distal Lateral Root Cap_Down"
"147","AT5G63650","Distal Lateral Root Cap",38,33.6,21,11.3,0.153,0.138,0.119,0.0441,0.144,0.0729,-1.19,4.76,17.5,2.87e-05,0.00644,1,"gtl1-WT","SRK2H",NA,NA,"Down","Distal Lateral Root Cap_Down"
"148","AT5G64810","Distal Lateral Root Cap",59.1,44.2,30.2,19.2,0.185,0.154,0.126,0.0742,0.167,0.0943,-1.08,5.29,16.3,5.35e-05,0.0105,1,"gtl1-WT","WRKY51","WRKY51","WRKY DNA-binding protein 51","Down","Distal Lateral Root Cap_Down"
"149","AT5G66690","Distal Lateral Root Cap",226,215,434,547,0.534,0.479,0.784,0.773,0.502,0.777,1.15,8.47,25.4,4.76e-07,0.000233,0.25,"gtl1-WT","UGT72E2",NA,NA,"Up","Distal Lateral Root Cap_Up"
"150","AT5G67190","Distal Lateral Root Cap",43.5,72.7,23.7,31.4,0.209,0.323,0.149,0.137,0.274,0.141,-1.06,5.48,15.8,6.97e-05,0.0127,1,"gtl1-WT","ERF010","DEAR2","DREB and EAR motif protein 2","Down","Distal Lateral Root Cap_Down"
"151","AT3G02480","Distal Lateral Root Cap",299,434,197,205,0.48,0.465,0.372,0.332,0.471,0.347,-0.843,8.16,13.6,0.000225,0.0346,1,"gtl1-WT","AT3G02480",NA,NA,"Down","Distal Lateral Root Cap_Down"
"152","AT3G15540","Distal Lateral Root Cap",202,243,107,145,0.525,0.525,0.394,0.436,0.525,0.42,-0.829,7.46,12.7,0.000371,0.0491,1,"gtl1-WT","IAA19","IAA19","indole-3-acetic acid inducible 19","Down","Distal Lateral Root Cap_Down"
"153","AT3G16390","Distal Lateral Root Cap",36.6,31.8,72.8,58.4,0.19,0.189,0.398,0.258,0.189,0.311,0.931,5.65,13.1,0.00029,0.041,1,"gtl1-WT","NSP3",NA,NA,"Up","Distal Lateral Root Cap_Up"
"154","AT3G25950","Distal Lateral Root Cap",36.6,86,14.6,45.7,0.161,0.314,0.0781,0.172,0.248,0.136,-1.07,5.58,15.8,6.91e-05,0.0127,1,"gtl1-WT","AT3G25950",NA,NA,"Down","Distal Lateral Root Cap_Down"
"155","AT3G29370","Distal Lateral Root Cap",19.7,20.3,4.86,9.15,0.0965,0.114,0.0297,0.0441,0.106,0.0386,-1.49,3.89,18.7,1.56e-05,0.00378,1,"gtl1-WT","AT3G29370",NA,NA,"Down","Distal Lateral Root Cap_Down"
"156","AT3G44300","Distal Lateral Root Cap",22.4,13.9,37.2,34.4,0.107,0.0892,0.219,0.148,0.097,0.176,1.02,4.77,13.5,0.00024,0.036,1,"gtl1-WT","NIT2",NA,NA,"Up","Distal Lateral Root Cap_Up"
"157","AT3G47340","Distal Lateral Root Cap",168,152,427,422,0.324,0.252,0.524,0.536,0.283,0.531,1.41,8.19,37.7,8.28e-10,1.22e-06,0.000436,"gtl1-WT","ASN1",NA,NA,"Up","Distal Lateral Root Cap_Up"
"158","AT3G47420","Distal Lateral Root Cap",16,27,7.01,9.58,0.0831,0.124,0.0483,0.0371,0.106,0.0414,-1.37,4.04,16.7,4.5e-05,0.00924,1,"gtl1-WT","ATPS3",NA,NA,"Down","Distal Lateral Root Cap_Down"
"159","AT3G55970","Distal Lateral Root Cap",32.1,27.3,50.2,65.8,0.0938,0.073,0.141,0.167,0.082,0.157,0.973,5.47,13.9,0.00019,0.0304,1,"gtl1-WT","JRG21",NA,NA,"Up","Distal Lateral Root Cap_Up"
"160","AT3G59480","Distal Lateral Root Cap",235,440,1380,1450,0.496,0.535,0.952,0.896,0.518,0.917,2.14,9.78,85.5,2.61e-20,2.49e-16,1.38e-14,"gtl1-WT","AT3G59480",NA,NA,"Up","Distal Lateral Root Cap_Up"
"161","AT2G14095","Distal Lateral Root Cap",194,552,52.9,262,0.228,0.404,0.13,0.258,0.328,0.209,-1.44,8.07,36.8,1.31e-09,1.56e-06,0.000687,"gtl1-WT","AT2G14095",NA,NA,"Down","Distal Lateral Root Cap_Down"
"162","AT2G15230","Distal Lateral Root Cap",13.3,23,20.5,78.8,0.0697,0.138,0.13,0.255,0.109,0.207,1.34,5.12,22.6,2.03e-06,0.000667,1,"gtl1-WT","LIP1",NA,NA,"Up","Distal Lateral Root Cap_Up"
"163","AT2G15690","Distal Lateral Root Cap",13.7,33.9,9.71,10.9,0.0724,0.168,0.0632,0.0534,0.127,0.0571,-1.17,4.23,13.3,0.00026,0.0382,1,"gtl1-WT","PCMP-H66",NA,NA,"Down","Distal Lateral Root Cap_Down"
"164","AT2G16660","Distal Lateral Root Cap",29.8,23.6,54,55.3,0.121,0.112,0.208,0.174,0.115,0.187,1.05,5.35,15.9,6.54e-05,0.0125,1,"gtl1-WT","AT2G16660",NA,NA,"Up","Distal Lateral Root Cap_Up"
"165","AT2G17080","Distal Lateral Root Cap",16.9,13.6,29.7,34.4,0.0858,0.0852,0.156,0.172,0.0855,0.166,1.09,4.59,14.6,0.000134,0.0232,1,"gtl1-WT","AT2G17080",NA,NA,"Up","Distal Lateral Root Cap_Up"
"166","AT2G21640","Distal Lateral Root Cap",19.2,10.6,38.8,34.4,0.0804,0.0548,0.108,0.111,0.0658,0.11,1.35,4.69,22.7,1.92e-06,0.000641,1,"gtl1-WT","AT2G21640",NA,NA,"Up","Distal Lateral Root Cap_Up"
"167","AT2G23320","Distal Lateral Root Cap",55,78.5,26.4,35.7,0.233,0.314,0.149,0.151,0.279,0.15,-1.1,5.66,17.5,2.94e-05,0.00652,1,"gtl1-WT","WRKY15","WRKY15","WRKY DNA-binding protein 15","Down","Distal Lateral Root Cap_Down"
"168","AT2G23400","Distal Lateral Root Cap",60.9,83,16.2,44.9,0.193,0.278,0.0855,0.144,0.241,0.121,-1.31,5.73,24.4,8.08e-07,0.000335,0.423,"gtl1-WT","AT2G23400",NA,NA,"Down","Distal Lateral Root Cap_Down"
"169","AT2G32610","Distal Lateral Root Cap",185,335,78.8,228,0.429,0.562,0.23,0.432,0.505,0.354,-0.87,7.71,13.9,0.000195,0.0307,1,"gtl1-WT","CSLB1",NA,NA,"Down","Distal Lateral Root Cap_Down"
"170","AT2G32620","Distal Lateral Root Cap",98,204,32.9,132,0.257,0.404,0.119,0.271,0.341,0.213,-1.04,6.89,17.7,2.56e-05,0.00589,1,"gtl1-WT","CSLB2",NA,NA,"Down","Distal Lateral Root Cap_Down"
"171","AT2G34880","Distal Lateral Root Cap",0,109,71.8,112,0,0.491,0.39,0.457,0.279,0.431,1.58,6.23,30.6,3.26e-08,2.7e-05,0.0171,"gtl1-WT","JMJ15","MEE27","Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein","Up","Distal Lateral Root Cap_Up"
"172","AT2G38940","Distal Lateral Root Cap",38.9,60.3,18.3,28.7,0.188,0.243,0.0929,0.107,0.219,0.101,-1.07,5.26,15.8,7.22e-05,0.013,1,"gtl1-WT","PHT1-4",NA,NA,"Down","Distal Lateral Root Cap_Down"
"173","AT2G39518","Distal Lateral Root Cap",18.3,18.5,38.3,41.8,0.0858,0.11,0.204,0.167,0.0993,0.181,1.12,4.89,16.9,4.03e-05,0.00846,1,"gtl1-WT","AT2G39518",NA,NA,"Up","Distal Lateral Root Cap_Up"
"174","AT2G39530","Distal Lateral Root Cap",158,135,342,304,0.391,0.325,0.617,0.536,0.353,0.567,1.14,7.87,24.6,7.22e-07,0.000306,0.378,"gtl1-WT","AT2G39530",NA,NA,"Up","Distal Lateral Root Cap_Up"
"175","AT2G40110","Distal Lateral Root Cap",118,308,69.1,162,0.343,0.564,0.268,0.362,0.469,0.326,-0.854,7.38,13,0.000307,0.043,1,"gtl1-WT","AT2G40110",NA,NA,"Down","Distal Lateral Root Cap_Down"
"176","AT2G40880","Distal Lateral Root Cap",44.4,112,25.9,34,0.169,0.329,0.126,0.128,0.26,0.127,-1.3,5.81,23.6,1.22e-06,0.000458,0.641,"gtl1-WT","CYS3",NA,NA,"Down","Distal Lateral Root Cap_Down"
"177","AT2G46950","Distal Lateral Root Cap",107,296,54.5,104,0.247,0.438,0.167,0.211,0.356,0.194,-1.27,7.16,27.1,1.95e-07,0.000113,0.102,"gtl1-WT","CYP709B2",NA,NA,"Down","Distal Lateral Root Cap_Down"
"178","AT2G47520","Distal Lateral Root Cap",27.9,15.5,63.1,34.4,0.107,0.0913,0.249,0.135,0.0982,0.179,1.16,5.13,18.8,1.47e-05,0.00363,1,"gtl1-WT","ERF071","ERF71","Integrase-type DNA-binding superfamily protein","Up","Distal Lateral Root Cap_Up"
"179","AT2G47550","Distal Lateral Root Cap",24.3,33.9,101,178,0.0938,0.11,0.297,0.36,0.103,0.336,2.24,6.4,73.7,9.54e-18,4.55e-14,5.03e-12,"gtl1-WT","PME20",NA,NA,"Up","Distal Lateral Root Cap_Up"
"180","AT4G02270","Distal Lateral Root Cap",45.4,57.9,108,96.7,0.223,0.329,0.472,0.399,0.283,0.427,0.988,6.27,15.8,6.98e-05,0.0127,1,"gtl1-WT","RHS13",NA,NA,"Up","Distal Lateral Root Cap_Up"
"181","AT4G04745","Distal Lateral Root Cap",152,155,51.8,71,0.405,0.361,0.197,0.195,0.38,0.196,-1.33,6.77,29.4,5.9e-08,4.5e-05,0.031,"gtl1-WT","AT4G04745",NA,NA,"Down","Distal Lateral Root Cap_Down"
"182","AT4G10960","Distal Lateral Root Cap",52.2,141,32.9,65.3,0.217,0.446,0.182,0.227,0.348,0.21,-0.914,6.23,12.8,0.000353,0.0477,1,"gtl1-WT","UGE5",NA,NA,"Down","Distal Lateral Root Cap_Down"
"183","AT4G18425","Distal Lateral Root Cap",96.7,412,28.6,231,0.0777,0.166,0.0483,0.125,0.128,0.0957,-1.22,7.61,24.9,6.07e-07,0.000271,0.318,"gtl1-WT","DMP4",NA,NA,"Down","Distal Lateral Root Cap_Down"
"184","AT4G22214","Distal Lateral Root Cap",39.9,29.1,55,75.8,0.188,0.16,0.297,0.309,0.172,0.304,0.94,5.65,13.2,0.000279,0.04,1,"gtl1-WT","AT4G22214",NA,NA,"Up","Distal Lateral Root Cap_Up"
"185","AT4G22640","Distal Lateral Root Cap",208,479,45.3,140,0.263,0.347,0.112,0.202,0.311,0.167,-1.97,7.79,66.2,4.36e-16,1.66e-12,2.3e-10,"gtl1-WT","AT4G22640",NA,NA,"Down","Distal Lateral Root Cap_Down"
"186","AT4G25700","Distal Lateral Root Cap",101,193,50.2,94.9,0.338,0.54,0.208,0.311,0.453,0.271,-1.02,6.81,17.4,3.05e-05,0.00668,1,"gtl1-WT","BETA-OHASE 1",NA,NA,"Down","Distal Lateral Root Cap_Down"
"187","AT4G27020","Distal Lateral Root Cap",22.4,21.2,11.9,7.4,0.115,0.126,0.0706,0.0348,0.121,0.0486,-1.21,4.08,13.9,0.000197,0.0309,1,"gtl1-WT","AT4G27020",NA,NA,"Down","Distal Lateral Root Cap_Down"
"188","AT4G28640","Distal Lateral Root Cap",38,33,17.3,17.4,0.155,0.185,0.112,0.0882,0.172,0.0971,-1.02,4.79,13.2,0.000275,0.0398,1,"gtl1-WT","IAA11","IAA11","indole-3-acetic acid inducible 11","Down","Distal Lateral Root Cap_Down"
"189","AT4G33110","Distal Lateral Root Cap",78.8,125,205,262,0.295,0.434,0.617,0.61,0.374,0.613,1.22,7.39,26.8,2.33e-07,0.000127,0.122,"gtl1-WT","AT4G33110",NA,NA,"Up","Distal Lateral Root Cap_Up"
"190","AT4G34410","Distal Lateral Root Cap",211,134,313,299,0.592,0.416,0.736,0.636,0.492,0.674,0.864,7.9,14.2,0.000165,0.028,1,"gtl1-WT","ERF109","RRTF1","redox responsive transcription factor 1","Up","Distal Lateral Root Cap_Up"
"191","AT4G35070","Distal Lateral Root Cap",49.9,63,38.3,22.2,0.201,0.195,0.152,0.0789,0.197,0.107,-0.942,5.48,12.6,0.000377,0.0496,1,"gtl1-WT","AT4G35070",NA,NA,"Down","Distal Lateral Root Cap_Down"
"192","AT4G36880","Distal Lateral Root Cap",26.1,29.4,10.3,10.5,0.0965,0.103,0.0706,0.0418,0.1,0.0529,-1.42,4.35,20.9,4.78e-06,0.0014,1,"gtl1-WT","CP1",NA,NA,"Down","Distal Lateral Root Cap_Down"
"193","AT1G01430","Elongation_Atrichoblast",22.2,26.4,37.8,42.7,0.164,0.235,0.23,0.212,0.194,0.222,0.729,5.03,15.4,0.000242,0.011,1,"gtl1-WT","TBL25",NA,NA,"Up","Elongation_Atrichoblast_Up"
"194","AT1G02360","Elongation_Atrichoblast",43.4,72.5,91.3,125,0.222,0.33,0.369,0.384,0.268,0.376,0.93,6.38,29.1,1.41e-06,0.000196,0.739,"gtl1-WT","AT1G02360",NA,NA,"Up","Elongation_Atrichoblast_Up"
"195","AT1G02520","Elongation_Atrichoblast",45.1,61.3,81,87.7,0.319,0.386,0.438,0.411,0.348,0.426,0.68,6.11,15.2,0.000261,0.0116,1,"gtl1-WT","ABCB11",NA,NA,"Up","Elongation_Atrichoblast_Up"
"196","AT1G03220","Elongation_Atrichoblast",739,1230,466,659,0.695,0.725,0.621,0.682,0.708,0.648,-0.781,9.59,24,8.34e-06,0.000835,1,"gtl1-WT","AT1G03220",NA,NA,"Down","Elongation_Atrichoblast_Down"
"197","AT1G03230","Elongation_Atrichoblast",52.5,75,25.2,40.8,0.303,0.35,0.16,0.199,0.323,0.177,-0.965,5.59,29,1.42e-06,0.000196,0.744,"gtl1-WT","AT1G03230",NA,NA,"Down","Elongation_Atrichoblast_Down"
"198","AT1G03520","Elongation_Atrichoblast",11.4,17.4,9.54,5.5,0.0896,0.168,0.0852,0.0434,0.123,0.0664,-0.898,3.48,12.9,0.000685,0.0246,1,"gtl1-WT","AT1G03520",NA,NA,"Down","Elongation_Atrichoblast_Down"
"199","AT1G04180","Elongation_Atrichoblast",19,26.8,43.5,38.8,0.104,0.143,0.178,0.146,0.12,0.164,0.865,5.02,20.2,3.51e-05,0.00253,1,"gtl1-WT","YUC9",NA,NA,"Up","Elongation_Atrichoblast_Up"
"200","AT1G04280","Elongation_Atrichoblast",6.56,8.27,26.6,24.2,0.0597,0.0917,0.21,0.155,0.0733,0.186,1.78,4.09,65.7,4.78e-11,3.72e-08,2.51e-05,"gtl1-WT","AT1G04280",NA,NA,"Up","Elongation_Atrichoblast_Up"
"201","AT1G04680","Elongation_Atrichoblast",14.9,15.3,25.3,34.5,0.127,0.13,0.189,0.208,0.129,0.197,0.968,4.52,23.8,8.9e-06,0.000868,1,"gtl1-WT","AT1G04680",NA,NA,"Up","Elongation_Atrichoblast_Up"
"202","AT1G05300","Elongation_Atrichoblast",29.6,34.5,19.3,22,0.189,0.237,0.134,0.118,0.209,0.127,-0.633,4.73,11.2,0.00145,0.0428,1,"gtl1-WT","ZIP5",NA,NA,"Down","Elongation_Atrichoblast_Down"
"203","AT1G05340","Elongation_Atrichoblast",184,240,110,137,0.564,0.597,0.484,0.449,0.578,0.468,-0.775,7.39,22.9,1.24e-05,0.0011,1,"gtl1-WT","AT1G05340",NA,NA,"Down","Elongation_Atrichoblast_Down"
"204","AT1G06570","Elongation_Atrichoblast",13.6,11.1,6.69,6.67,0.104,0.1,0.0583,0.0447,0.102,0.0522,-0.892,3.28,13.6,0.000509,0.0195,1,"gtl1-WT","HPD",NA,NA,"Down","Elongation_Atrichoblast_Down"
"205","AT1G07135","Elongation_Atrichoblast",103,92.1,59.1,44.3,0.329,0.318,0.213,0.178,0.324,0.197,-0.925,6.23,28.5,1.72e-06,0.000227,0.899,"gtl1-WT","AT1G07135",NA,NA,"Down","Elongation_Atrichoblast_Down"
"206","AT1G07160","Elongation_Atrichoblast",21.1,34.9,7.13,7.67,0.137,0.151,0.0572,0.0553,0.143,0.0563,-1.87,4.14,74.1,7.03e-12,6.47e-09,3.7e-06,"gtl1-WT","AT1G07160",NA,NA,"Down","Elongation_Atrichoblast_Down"
"207","AT1G07400","Elongation_Atrichoblast",35.4,48.6,34.8,12.3,0.137,0.171,0.169,0.0526,0.151,0.117,-0.915,5.05,15.6,0.000222,0.0103,1,"gtl1-WT","HSP17.8",NA,NA,"Down","Elongation_Atrichoblast_Down"
"208","AT1G07610","Elongation_Atrichoblast",35.5,45.7,16.8,23.7,0.195,0.262,0.125,0.121,0.224,0.123,-1.01,4.93,29.2,1.35e-06,0.000189,0.706,"gtl1-WT","MT1C",NA,NA,"Down","Elongation_Atrichoblast_Down"
"209","AT1G10550","Elongation_Atrichoblast",48.6,65.5,36.7,32.5,0.226,0.337,0.204,0.151,0.273,0.18,-0.702,5.52,14.6,0.000333,0.0141,1,"gtl1-WT","XTH33",NA,NA,"Down","Elongation_Atrichoblast_Down"
"210","AT1G10682","Elongation_Atrichoblast",156,43,148,145,0.34,0.279,0.36,0.336,0.314,0.349,0.799,6.95,14.1,0.000405,0.0164,1,"gtl1-WT","AT1G10682",NA,NA,"Up","Elongation_Atrichoblast_Up"
"211","AT1G11380","Elongation_Atrichoblast",16,18.5,29.5,35,0.132,0.173,0.227,0.212,0.149,0.22,0.9,4.65,21.7,1.95e-05,0.00159,1,"gtl1-WT","AT1G11380",NA,NA,"Up","Elongation_Atrichoblast_Up"
"212","AT1G11960","Elongation_Atrichoblast",20.3,31.1,11.4,17.2,0.148,0.209,0.0917,0.113,0.174,0.101,-0.845,4.32,18.1,7.81e-05,0.00467,1,"gtl1-WT","AT1G11960",NA,NA,"Down","Elongation_Atrichoblast_Down"
"213","AT1G12080","Elongation_Atrichoblast",107,32.9,192,209,0.288,0.245,0.412,0.363,0.27,0.39,1.71,7.09,63.3,8.34e-11,5.81e-08,4.38e-05,"gtl1-WT","AT1G12080",NA,NA,"Up","Elongation_Atrichoblast_Up"
"214","AT1G12560","Elongation_Atrichoblast",12.5,15.8,17.8,28,0.0786,0.128,0.146,0.154,0.0995,0.149,0.668,4.23,10.9,0.0017,0.0478,1,"gtl1-WT","EXPA7",NA,NA,"Up","Elongation_Atrichoblast_Up"
"215","AT1G13195","Elongation_Atrichoblast",77.9,118,55.7,59.5,0.36,0.484,0.305,0.255,0.413,0.283,-0.733,6.28,17.6,9.62e-05,0.00542,1,"gtl1-WT","AT1G13195",NA,NA,"Down","Elongation_Atrichoblast_Down"
