"","gene","cluster_id","sc_122.cpm","sc_126.cpm","sc_124.cpm","sc_128.cpm","sc_122.frq","sc_126.frq","sc_124.frq","sc_128.frq","WT.frq","df1.frq","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","contrast","Name","TF_Name","Description","up_dn_label","clust_up_dn"
"118","AT5G04200","Distal Columella",53,83.7,28.8,52,0.196,0.3,0.198,0.34,0.246,0.289,-0.763,5.83,17.4,3e-05,0.00193,1,"df1-WT","AMC9",NA,NA,"Down","Distal Columella_Down"
"119","AT5G05270","Distal Columella",23.3,17.7,10.4,8.28,0.142,0.13,0.0743,0.0718,0.136,0.0727,-1.12,4.01,17.7,2.62e-05,0.00173,1,"df1-WT","CHI3",NA,NA,"Down","Distal Columella_Down"
"120","AT5G05440","Distal Columella",29.6,24.2,17.1,9.14,0.167,0.167,0.129,0.0801,0.167,0.0975,-1.11,4.39,21.5,3.49e-06,0.000323,1,"df1-WT","PYL5",NA,NA,"Down","Distal Columella_Down"
"121","AT5G06300","Distal Columella",124,84,56.9,39.7,0.499,0.444,0.332,0.296,0.473,0.309,-1.1,6.28,40.6,1.88e-10,6e-08,9.84e-05,"df1-WT","LOG7",NA,NA,"Down","Distal Columella_Down"
"122","AT5G06760","Distal Columella",40,41.9,18.4,19.4,0.194,0.221,0.129,0.113,0.207,0.119,-1.11,4.99,27.9,1.31e-07,1.91e-05,0.0683,"df1-WT","LEA46",NA,NA,"Down","Distal Columella_Down"
"123","AT5G07040","Distal Columella",10.4,6.05,12.2,18.6,0.0521,0.0426,0.0743,0.133,0.0475,0.112,1,3.61,12.4,0.000437,0.0174,1,"df1-WT","ATL69",NA,NA,"Up","Distal Columella_Up"
"124","AT5G08640","Distal Columella",67.9,46.5,31.2,19.1,0.314,0.271,0.223,0.157,0.294,0.181,-1.2,5.41,37.2,1.07e-09,3.07e-07,0.00056,"df1-WT","FLS1",NA,NA,"Down","Distal Columella_Down"
"125","AT5G08660","Distal Columella",19.6,30,35.5,51.4,0.11,0.2,0.238,0.351,0.153,0.31,0.81,5.11,16.6,4.6e-05,0.00268,1,"df1-WT","AT5G08660",NA,NA,"Up","Distal Columella_Up"
"126","AT5G10510","Distal Columella",32,29,73.5,75.4,0.16,0.188,0.406,0.423,0.173,0.417,1.29,5.69,50.2,1.45e-12,6.71e-10,7.57e-07,"df1-WT","AIL6","AIL6","AINTEGUMENTA-like 6","Up","Distal Columella_Up"
"127","AT5G12050","Distal Columella",47.2,52.7,29.4,22.9,0.233,0.316,0.203,0.196,0.273,0.199,-0.973,5.3,24.2,8.78e-07,0.000102,0.459,"df1-WT","AT5G12050",NA,NA,"Down","Distal Columella_Down"
"128","AT5G13190","Distal Columella",143,123,230,260,0.506,0.543,0.658,0.633,0.524,0.642,0.886,7.56,32.5,1.21e-08,2.48e-06,0.00632,"df1-WT","AT5G13190",NA,NA,"Up","Distal Columella_Up"
"129","AT5G13220","Distal Columella",103,58.8,178,130,0.379,0.32,0.53,0.412,0.35,0.454,0.966,6.85,36,1.97e-09,5.18e-07,0.00103,"df1-WT","JAZ10","JAZ10","jasmonate-zim-domain protein 10","Up","Distal Columella_Up"
"130","AT5G13330","Distal Columella",22.2,12.3,10.4,4.29,0.127,0.0911,0.0792,0.0414,0.11,0.055,-1.29,3.71,18.8,1.46e-05,0.00106,1,"df1-WT","ERF113","Rap2.6L","related to AP2 6l","Down","Distal Columella_Down"
"131","AT5G13700","Distal Columella",6.62,7.98,10.4,27.1,0.0341,0.0523,0.0743,0.141,0.0429,0.117,1.37,3.79,24.1,9.24e-07,0.000107,0.483,"df1-WT","PAO1",NA,NA,"Up","Distal Columella_Up"
"132","AT5G13710","Distal Columella",30.8,30.5,17.8,18,0.174,0.2,0.124,0.152,0.186,0.142,-0.773,4.68,12.5,0.000418,0.0169,1,"df1-WT","SMT1",NA,NA,"Down","Distal Columella_Down"
"133","AT5G13930","Distal Columella",262,163,121,70,0.758,0.68,0.574,0.448,0.72,0.493,-1.16,7.28,53,3.55e-13,1.77e-10,1.86e-07,"df1-WT","CHS",NA,NA,"Down","Distal Columella_Down"
"134","AT5G14330","Distal Columella",102,119,71,58,0.445,0.576,0.426,0.398,0.508,0.408,-0.798,6.48,22.7,1.88e-06,0.000195,0.985,"df1-WT","AT5G14330",NA,NA,"Down","Distal Columella_Down"
"135","AT5G14360","Distal Columella",53,50.8,35.5,33.1,0.278,0.302,0.213,0.262,0.29,0.245,-0.598,5.47,9.99,0.00158,0.0479,1,"df1-WT","AT5G14360",NA,NA,"Down","Distal Columella_Down"
"136","AT5G14470","Distal Columella",17,24,36.7,38.9,0.0826,0.114,0.173,0.199,0.0979,0.19,0.872,4.86,17.9,2.29e-05,0.00155,1,"df1-WT","GLCAK2",NA,NA,"Up","Distal Columella_Up"
"137","AT5G14700","Distal Columella",74.8,53.2,151,151,0.309,0.273,0.515,0.519,0.292,0.518,1.26,6.73,59.3,1.43e-14,9.58e-12,7.47e-09,"df1-WT","AT5G14700",NA,NA,"Up","Distal Columella_Up"
"138","AT5G15150","Distal Columella",22.2,22.7,11,10.9,0.127,0.159,0.0792,0.0912,0.143,0.0869,-1.04,4.17,17,3.73e-05,0.00226,1,"df1-WT","HAT7","HB-3","homeobox 3","Down","Distal Columella_Down"
"139","AT5G17460","Distal Columella",249,209,139,87.1,0.722,0.777,0.634,0.506,0.748,0.551,-1.05,7.43,44.4,2.81e-11,1.03e-08,1.47e-05,"df1-WT","AT5G17460",NA,NA,"Down","Distal Columella_Down"
"140","AT5G17820","Distal Columella",162,147,72.9,68.6,0.576,0.616,0.441,0.436,0.596,0.438,-1.12,6.84,46.8,8.05e-12,3.34e-09,4.21e-06,"df1-WT","AT5G17820",NA,NA,"Down","Distal Columella_Down"
"141","AT5G17850","Distal Columella",76,65.8,108,127,0.357,0.351,0.48,0.583,0.354,0.546,0.74,6.56,20.4,6.32e-06,0.000521,1,"df1-WT","CCX2",NA,NA,"Up","Distal Columella_Up"
"142","AT5G20230","Distal Columella",3950,3990,6270,5950,0.899,0.878,0.965,0.92,0.889,0.936,0.622,12.3,15.8,7.21e-05,0.00387,1,"df1-WT","BCB",NA,NA,"Up","Distal Columella_Up"
"143","AT5G20700","Distal Columella",107,107,61.8,53.4,0.443,0.523,0.371,0.359,0.482,0.363,-0.9,6.39,28.3,1.03e-07,1.58e-05,0.0537,"df1-WT","FLZ14",NA,NA,"Down","Distal Columella_Down"
"144","AT5G22630","Distal Columella",342,244,558,472,0.741,0.649,0.856,0.771,0.697,0.801,0.832,8.65,30.1,4.2e-08,7.06e-06,0.022,"df1-WT","ADT5",NA,NA,"Up","Distal Columella_Up"
"145","AT5G23750","Distal Columella",48.9,45.2,31.8,28.3,0.248,0.304,0.218,0.215,0.275,0.216,-0.651,5.31,11.2,0.000798,0.0281,1,"df1-WT","AT5G23750",NA,NA,"Down","Distal Columella_Down"
"146","AT5G24070","Distal Columella",78.3,64.4,160,136,0.318,0.298,0.569,0.525,0.308,0.541,1.06,6.76,42.6,7e-11,2.35e-08,3.67e-05,"df1-WT","PER61",NA,NA,"Up","Distal Columella_Up"
"147","AT5G24570","Distal Columella",28.5,41.1,23.9,14.6,0.16,0.273,0.163,0.127,0.214,0.14,-0.948,4.82,19.2,1.18e-05,0.000884,1,"df1-WT","AT5G24570",NA,NA,"Down","Distal Columella_Down"
"148","AT5G24590","Distal Columella",35.1,24.9,49.6,52.6,0.18,0.178,0.322,0.34,0.179,0.333,0.804,5.33,17.8,2.45e-05,0.00164,1,"df1-WT","NAC091","TIP","TCV-interacting protein","Up","Distal Columella_Up"
"149","AT5G24640","Distal Columella",78.9,52.5,135,135,0.203,0.138,0.302,0.193,0.171,0.232,1.08,6.63,43.3,4.89e-11,1.67e-08,2.56e-05,"df1-WT","AT5G24640",NA,NA,"Up","Distal Columella_Up"
"150","AT5G25890","Distal Columella",48.1,41.6,37.3,22.6,0.235,0.258,0.233,0.185,0.246,0.202,-0.635,5.25,10.5,0.00119,0.0386,1,"df1-WT","IAA28","IAA28","indole-3-acetic acid inducible 28","Down","Distal Columella_Down"
"151","AT5G39785","Distal Columella",13.8,14.5,25.7,23.7,0.0808,0.0988,0.188,0.182,0.0895,0.184,0.789,4.27,11.5,0.000692,0.0251,1,"df1-WT","AT5G39785",NA,NA,"Up","Distal Columella_Up"
"152","AT5G40510","Distal Columella",44.3,57.1,33.1,34.3,0.242,0.345,0.252,0.262,0.292,0.259,-0.601,5.45,9.94,0.00162,0.0487,1,"df1-WT","AT5G40510",NA,NA,"Down","Distal Columella_Down"
"153","AT5G40730","Distal Columella",1210,1220,870,720,1,1,1,0.997,1,0.998,-0.622,9.98,16.8,4.14e-05,0.00246,1,"df1-WT","AGP24",NA,NA,"Down","Distal Columella_Down"
"154","AT5G41670","Distal Columella",23.3,16.2,12.9,8.28,0.124,0.118,0.099,0.0746,0.121,0.0833,-0.915,4,12.1,0.000507,0.0196,1,"df1-WT","PGD3",NA,NA,"Down","Distal Columella_Down"
"155","AT5G41810","Distal Columella",91.8,90.7,148,127,0.379,0.434,0.599,0.511,0.405,0.543,0.586,6.83,13.4,0.000247,0.0111,1,"df1-WT","AT5G41810",NA,NA,"Up","Distal Columella_Up"
"156","AT5G42250","Distal Columella",26.5,17.2,14.1,9.71,0.153,0.124,0.114,0.0939,0.139,0.101,-0.862,4.15,11.7,0.000614,0.0229,1,"df1-WT","AT5G42250",NA,NA,"Down","Distal Columella_Down"
"157","AT5G42380","Distal Columella",134,94.8,160,312,0.35,0.295,0.46,0.492,0.323,0.48,1.01,7.46,39.8,2.81e-10,8.82e-08,0.000147,"df1-WT","CML37",NA,NA,"Up","Distal Columella_Up"
"158","AT5G42580","Distal Columella",112,143,167,219,0.391,0.469,0.545,0.575,0.429,0.564,0.595,7.33,14.5,0.000141,0.00685,1,"df1-WT","CYP705A12",NA,NA,"Up","Distal Columella_Up"
"159","AT5G43650","Distal Columella",42.9,25.4,81.4,61.7,0.171,0.112,0.267,0.24,0.143,0.25,1.1,5.68,36.8,1.32e-09,3.66e-07,0.000689,"df1-WT","BHLH92","BHLH92","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","Up","Distal Columella_Up"
"160","AT5G44020","Distal Columella",415,358,213,198,0.862,0.903,0.762,0.785,0.882,0.777,-0.907,8.22,34.9,3.61e-09,8.68e-07,0.00189,"df1-WT","AT5G44020",NA,NA,"Down","Distal Columella_Down"
"161","AT5G46890","Distal Columella",281,249,149,197,0.758,0.814,0.658,0.79,0.785,0.743,-0.618,7.79,15.9,6.8e-05,0.00367,1,"df1-WT","AT5G46890",NA,NA,"Down","Distal Columella_Down"
"162","AT5G47050","Distal Columella",278,284,453,443,0.74,0.787,0.901,0.884,0.762,0.89,0.672,8.51,19.7,9.18e-06,0.000715,1,"df1-WT","AT5G47050",NA,NA,"Up","Distal Columella_Up"
"163","AT5G47060","Distal Columella",79.7,103,52.7,60,0.287,0.349,0.262,0.293,0.317,0.282,-0.7,6.24,16.7,4.43e-05,0.00259,1,"df1-WT","AT5G47060",NA,NA,"Down","Distal Columella_Down"
"164","AT5G47370","Distal Columella",29.1,20.3,8.57,18.3,0.111,0.14,0.0644,0.138,0.125,0.112,-0.746,4.37,9.98,0.00159,0.0481,1,"df1-WT","HAT2","HAT2","Homeobox-leucine zipper protein 4 (HB-4) / HD-ZIP protein","Down","Distal Columella_Down"
"165","AT5G47450","Distal Columella",83.2,55.4,44.7,26.6,0.291,0.291,0.183,0.157,0.291,0.167,-0.98,5.74,28.2,1.12e-07,1.66e-05,0.0584,"df1-WT","TIP2-3",NA,NA,"Down","Distal Columella_Down"
"166","AT5G47740","Distal Columella",17.6,17.9,24.5,33.7,0.0844,0.093,0.134,0.141,0.0885,0.138,0.73,4.58,11.3,0.000794,0.028,1,"df1-WT","AT5G47740",NA,NA,"Up","Distal Columella_Up"
"167","AT5G47990","Distal Columella",179,165,287,251,0.496,0.504,0.658,0.619,0.5,0.633,0.645,7.78,17.7,2.64e-05,0.00174,1,"df1-WT","CYP705A5",NA,NA,"Up","Distal Columella_Up"
"168","AT5G48110","Distal Columella",34.3,18.4,50.2,37.7,0.142,0.118,0.233,0.243,0.13,0.239,0.793,5.1,16.2,5.79e-05,0.00324,1,"df1-WT","AT5G48110",NA,NA,"Up","Distal Columella_Up"
"169","AT5G48540","Distal Columella",116,111,194,220,0.431,0.463,0.663,0.702,0.446,0.688,0.866,7.32,30.5,3.3e-08,5.71e-06,0.0172,"df1-WT","CRRSP55",NA,NA,"Up","Distal Columella_Up"
"170","AT5G48880","Distal Columella",23.9,9.92,7.35,3.43,0.136,0.0678,0.0594,0.0304,0.103,0.0408,-1.61,3.6,25.2,5.31e-07,6.63e-05,0.278,"df1-WT","KAT5",NA,NA,"Down","Distal Columella_Down"
"171","AT5G49280","Distal Columella",149,107,183,223,0.503,0.457,0.668,0.646,0.481,0.654,0.688,7.37,19.3,1.14e-05,0.000856,1,"df1-WT","AT5G49280",NA,NA,"Up","Distal Columella_Up"
"172","AT5G52020","Distal Columella",88.9,115,115,197,0.363,0.434,0.431,0.575,0.397,0.523,0.59,7.02,13.7,0.000218,0.00995,1,"df1-WT","ERF025","AT5G52020","Integrase-type DNA-binding superfamily protein","Up","Distal Columella_Up"
"173","AT5G52050","Distal Columella",401,417,581,656,0.546,0.51,0.653,0.641,0.528,0.645,0.595,9,15.6,8.05e-05,0.00423,1,"df1-WT","DTX50",NA,NA,"Up","Distal Columella_Up"
"174","AT5G52310","Distal Columella",29.4,30.5,21.4,10.3,0.154,0.209,0.158,0.0939,0.181,0.117,-1.04,4.57,20.8,5.12e-06,0.000448,1,"df1-WT","RD29A",NA,NA,"Down","Distal Columella_Down"
"175","AT5G52420","Distal Columella",14.1,13.5,25.1,22.9,0.0826,0.095,0.163,0.171,0.0885,0.168,0.787,4.23,11.2,0.000808,0.0284,1,"df1-WT","AT5G52420",NA,NA,"Up","Distal Columella_Up"
"176","AT5G53590","Distal Columella",70,104,122,147,0.329,0.45,0.535,0.644,0.387,0.605,0.634,6.79,15.5,8.41e-05,0.00435,1,"df1-WT","AT5G53590",NA,NA,"Up","Distal Columella_Up"
"177","AT5G54160","Distal Columella",34.5,30.2,23.3,15.1,0.183,0.2,0.158,0.124,0.191,0.137,-0.799,4.74,13.6,0.000223,0.0101,1,"df1-WT","OMT1",NA,NA,"Down","Distal Columella_Down"
"178","AT5G54490","Distal Columella",152,167,272,339,0.447,0.457,0.629,0.641,0.452,0.637,0.934,7.86,36.7,1.39e-09,3.76e-07,0.000728,"df1-WT","PBP1",NA,NA,"Up","Distal Columella_Up"
"179","AT5G56140","Distal Columella",21.6,21.5,7.35,13.1,0.117,0.147,0.0545,0.108,0.131,0.0887,-1.01,4.13,15.5,8.08e-05,0.00423,1,"df1-WT","AT5G56140",NA,NA,"Down","Distal Columella_Down"
"180","AT5G56950","Distal Columella",30.8,36.5,25.7,16.9,0.167,0.254,0.173,0.146,0.209,0.156,-0.731,4.83,11.9,0.000575,0.0218,1,"df1-WT","NAP1;3",NA,NA,"Down","Distal Columella_Down"
"181","AT5G57625","Distal Columella",22.7,25.4,17.1,3.14,0.12,0.165,0.119,0.0304,0.142,0.0621,-1.57,4.16,34.9,3.49e-09,8.49e-07,0.00183,"df1-WT","AT5G57625",NA,NA,"Down","Distal Columella_Down"
"182","AT5G58010","Distal Columella",19.6,15,12.9,2.86,0.113,0.109,0.104,0.0249,0.111,0.0532,-1.39,3.73,21.6,3.45e-06,0.000322,1,"df1-WT","BHLH82","LRL3","LJRHL1-like 3","Down","Distal Columella_Down"
"183","AT5G62340","Distal Columella",39.4,18.6,43.5,61.7,0.144,0.0891,0.173,0.174,0.117,0.174,0.966,5.36,25,5.73e-07,7.02e-05,0.3,"df1-WT","AT5G62340",NA,NA,"Up","Distal Columella_Up"
"184","AT5G63270","Distal Columella",42.6,52.5,23.9,12.3,0.23,0.329,0.183,0.102,0.278,0.131,-1.51,5.11,50.6,1.18e-12,5.77e-10,6.2e-07,"df1-WT","AT5G63270",NA,NA,"Down","Distal Columella_Down"
"185","AT5G63530","Distal Columella",15,15.7,31.8,43.1,0.0862,0.0756,0.183,0.249,0.0811,0.225,1.3,4.72,36.5,1.53e-09,4.09e-07,0.000802,"df1-WT","HIPP07",NA,NA,"Up","Distal Columella_Up"
"186","AT5G63600","Distal Columella",70.5,68.5,37.3,39.7,0.352,0.39,0.233,0.309,0.37,0.282,-0.843,5.8,21.5,3.54e-06,0.000327,1,"df1-WT","FLS5",NA,NA,"Down","Distal Columella_Down"
"187","AT5G64080","Distal Columella",14.1,9.44,19,28.9,0.0772,0.0543,0.129,0.188,0.0662,0.167,1.09,4.18,20.2,6.94e-06,0.000568,1,"df1-WT","AT5G64080",NA,NA,"Up","Distal Columella_Up"
"188","AT5G64100","Distal Columella",112,72.3,45.3,39.4,0.341,0.341,0.292,0.254,0.341,0.268,-1.08,6.11,37.3,1.01e-09,2.94e-07,0.000529,"df1-WT","PER69",NA,NA,"Down","Distal Columella_Down"
"189","AT5G64860","Distal Columella",14.1,12.8,22.7,31.4,0.0772,0.0833,0.158,0.196,0.0801,0.183,1.03,4.36,20,7.67e-06,0.000618,1,"df1-WT","DPE1",NA,NA,"Up","Distal Columella_Up"
"190","AT5G64905","Distal Columella",32.8,43.1,91.2,83.4,0.136,0.161,0.317,0.285,0.148,0.296,1.19,5.94,45.9,1.27e-11,4.94e-09,6.64e-06,"df1-WT","PEP3",NA,NA,"Up","Distal Columella_Up"
"191","AT5G65390","Distal Columella",116,107,68.6,53.1,0.44,0.481,0.366,0.334,0.459,0.346,-0.892,6.46,28.2,1.1e-07,1.64e-05,0.0573,"df1-WT","AGP7",NA,NA,"Down","Distal Columella_Down"
"192","AT5G65690","Distal Columella",73.1,52.7,143,95.7,0.253,0.258,0.401,0.354,0.255,0.371,0.914,6.48,30.8,2.86e-08,5.26e-06,0.015,"df1-WT","PCK2",NA,NA,"Up","Distal Columella_Up"
"193","AT5G66210","Distal Columella",27.1,22.5,44.7,47.7,0.144,0.136,0.257,0.29,0.14,0.278,0.917,5.14,21.8,3.01e-06,0.000288,1,"df1-WT","CPK28",NA,NA,"Up","Distal Columella_Up"
"194","AT5G66650","Distal Columella",78,69.9,101,121,0.296,0.316,0.421,0.417,0.306,0.418,0.593,6.53,13.1,0.000299,0.013,1,"df1-WT","AT5G66650",NA,NA,"Up","Distal Columella_Up"
"195","AT5G66690","Distal Columella",226,166,340,378,0.585,0.5,0.767,0.724,0.544,0.739,0.893,8.11,33.8,6.18e-09,1.37e-06,0.00323,"df1-WT","UGT72E2",NA,NA,"Up","Distal Columella_Up"
"196","AT5G67080","Distal Columella",260,285,394,477,0.632,0.612,0.817,0.782,0.623,0.794,0.671,8.47,19.6,9.64e-06,0.000749,1,"df1-WT","MAPKKK19",NA,NA,"Up","Distal Columella_Up"
"197","AT5G67390","Distal Columella",20.2,16,11,8.86,0.111,0.112,0.0792,0.0801,0.112,0.0798,-0.857,3.91,10.1,0.00147,0.0451,1,"df1-WT","AT5G67390",NA,NA,"Down","Distal Columella_Down"
"198","AT5G67420","Distal Columella",34.8,45,22,26.3,0.18,0.283,0.153,0.199,0.229,0.183,-0.728,5.07,12.8,0.000353,0.0148,1,"df1-WT","LBD37","LBD37","LOB domain-containing protein 37","Down","Distal Columella_Down"
"199","AT5G67480","Distal Columella",39.1,49.1,22,23.4,0.223,0.306,0.163,0.185,0.263,0.177,-0.968,5.14,22.6,2.04e-06,0.000208,1,"df1-WT","BT4","BT4","BTB and TAZ domain protein 4","Down","Distal Columella_Down"
"200","AT3G01830","Distal Columella",155,41.1,251,261,0.329,0.151,0.47,0.42,0.243,0.438,1.64,7.45,99.8,1.93e-23,2.89e-20,1.01e-17,"df1-WT","CML40",NA,NA,"Up","Distal Columella_Up"
"201","AT3G02840","Distal Columella",15,7.02,26.9,42.3,0.0682,0.0484,0.119,0.169,0.0587,0.151,1.75,4.51,57.5,3.6e-14,2.13e-11,1.89e-08,"df1-WT","AT3G02840",NA,NA,"Up","Distal Columella_Up"
"202","AT3G03170","Distal Columella",36.6,32.7,15.9,19.7,0.194,0.215,0.119,0.169,0.204,0.151,-0.919,4.8,18.1,2.07e-05,0.00142,1,"df1-WT","AT3G03170",NA,NA,"Down","Distal Columella_Down"
"203","AT3G03280","Distal Columella",49.8,48.6,71,77.4,0.226,0.289,0.376,0.412,0.256,0.399,0.597,5.95,11.8,0.000601,0.0226,1,"df1-WT","AT3G03280",NA,NA,"Up","Distal Columella_Up"
"204","AT3G03780","Distal Columella",30.8,16.7,13.5,6.86,0.154,0.11,0.099,0.0608,0.133,0.0745,-1.23,4.16,22.7,1.88e-06,0.000195,0.981,"df1-WT","MS2",NA,NA,"Down","Distal Columella_Down"
"205","AT3G03990","Distal Columella",47.8,36.8,21.4,25.4,0.208,0.198,0.153,0.138,0.203,0.144,-0.799,5.11,15.5,8.22e-05,0.00428,1,"df1-WT","D14",NA,NA,"Down","Distal Columella_Down"
"206","AT3G04010","Distal Columella",51,31,24.5,24.3,0.221,0.192,0.129,0.141,0.207,0.137,-0.67,5.08,10.9,0.000944,0.0321,1,"df1-WT","AT3G04010",NA,NA,"Down","Distal Columella_Down"
"207","AT3G05170","Distal Columella",22.7,28.6,9.8,20,0.135,0.192,0.0693,0.157,0.162,0.126,-0.752,4.46,10.6,0.00114,0.0374,1,"df1-WT","AT3G05170",NA,NA,"Down","Distal Columella_Down"
"208","AT3G07880","Distal Columella",46.9,49.8,30.6,25.1,0.255,0.318,0.213,0.196,0.285,0.202,-0.821,5.3,17.5,2.86e-05,0.00186,1,"df1-WT","GDI1",NA,NA,"Down","Distal Columella_Down"
"209","AT3G09390","Distal Columella",17.8,31.7,9.18,14.3,0.0826,0.159,0.0495,0.0994,0.119,0.0816,-1.08,4.33,19.5,9.92e-06,0.000764,1,"df1-WT","MT2A",NA,NA,"Down","Distal Columella_Down"
"210","AT3G09925","Distal Columella",36.3,35.6,22,9.71,0.203,0.217,0.149,0.0884,0.21,0.11,-1.31,4.76,34.5,4.38e-09,1e-06,0.00229,"df1-WT","AT3G09925",NA,NA,"Down","Distal Columella_Down"
"211","AT3G10720","Distal Columella",65.1,60.7,113,99.4,0.269,0.318,0.505,0.431,0.293,0.457,0.753,6.39,20.7,5.33e-06,0.000458,1,"df1-WT","PME25",NA,NA,"Up","Distal Columella_Up"
"212","AT3G10930","Distal Columella",36.6,25.6,33.7,61.1,0.154,0.124,0.153,0.24,0.14,0.209,0.649,5.33,11.3,0.000788,0.0278,1,"df1-WT","AT3G10930",NA,NA,"Up","Distal Columella_Up"
"213","AT3G14550","Distal Columella",14.7,11.6,38,19.7,0.0718,0.0736,0.188,0.133,0.0727,0.152,1.07,4.3,21.2,4.2e-06,0.000379,1,"df1-WT","GGPS3",NA,NA,"Up","Distal Columella_Up"
"214","AT3G14560","Distal Columella",46.1,71.9,36.1,33.1,0.221,0.339,0.233,0.193,0.278,0.207,-0.785,5.6,17.4,3.06e-05,0.00196,1,"df1-WT","AT3G14560",NA,NA,"Down","Distal Columella_Down"
"215","AT3G14690","Distal Columella",65.9,73.8,20.8,65.7,0.237,0.26,0.099,0.213,0.248,0.172,-0.731,5.89,16,6.32e-05,0.00347,1,"df1-WT","CYP72A15",NA,NA,"Down","Distal Columella_Down"
"216","AT3G14840","Distal Columella",20.7,20.8,38,32,0.117,0.14,0.252,0.238,0.128,0.243,0.734,4.78,12.5,0.000402,0.0164,1,"df1-WT","LRR-RLK",NA,NA,"Up","Distal Columella_Up"
"217","AT3G15500","Distal Columella",24.5,34.6,33.7,57.1,0.131,0.13,0.173,0.169,0.13,0.17,0.616,5.26,10.1,0.00152,0.0463,1,"df1-WT","NAC055","NAC3","NAC domain containing protein 3","Up","Distal Columella_Up"
"218","AT3G15540","Distal Columella",40,36.3,15.9,11.1,0.196,0.231,0.109,0.0994,0.212,0.103,-1.54,4.78,46.2,1.09e-11,4.32e-09,5.69e-06,"df1-WT","IAA19","IAA19","indole-3-acetic acid inducible 19","Down","Distal Columella_Down"
"219","AT3G17820","Distal Columella",314,336,501,497,0.767,0.75,0.931,0.837,0.759,0.871,0.618,8.68,16.7,4.38e-05,0.00258,1,"df1-WT","GLN1-3",NA,NA,"Up","Distal Columella_Up"
"220","AT3G18490","Distal Columella",32.2,28.6,45.3,56.8,0.167,0.161,0.257,0.32,0.164,0.298,0.766,5.35,16.2,5.63e-05,0.00318,1,"df1-WT","ASPG1",NA,NA,"Up","Distal Columella_Up"
"221","AT3G18780","Distal Columella",480,430,323,265,0.901,0.955,0.926,0.865,0.927,0.887,-0.635,8.55,17.5,2.87e-05,0.00187,1,"df1-WT","ACT2",NA,NA,"Down","Distal Columella_Down"
"222","AT3G18950","Distal Columella",59.3,41.4,89.4,116,0.242,0.186,0.351,0.398,0.215,0.381,1.06,6.25,38.5,5.45e-10,1.66e-07,0.000285,"df1-WT","AT3G18950",NA,NA,"Up","Distal Columella_Up"
"223","AT3G19450","Distal Columella",110,71.4,49.6,36.9,0.434,0.378,0.307,0.268,0.407,0.282,-1.04,6.1,35.1,3.18e-09,7.84e-07,0.00166,"df1-WT","CAD4",NA,NA,"Down","Distal Columella_Down"
"224","AT3G19580","Distal Columella",809,657,1310,1320,0.926,0.857,0.96,0.95,0.893,0.954,0.853,10,31.4,2.12e-08,4.05e-06,0.0111,"df1-WT","AZF2","ZF2","zinc-finger protein 2","Up","Distal Columella_Up"
"225","AT3G19930","Distal Columella",19.6,42.6,45.9,51.4,0.104,0.227,0.252,0.301,0.163,0.284,0.664,5.33,12,0.000546,0.0209,1,"df1-WT","STP4",NA,NA,"Up","Distal Columella_Up"
"226","AT3G20340","Distal Columella",67.4,89,43.5,59.7,0.294,0.393,0.228,0.296,0.342,0.271,-0.6,6.06,11.8,0.000602,0.0226,1,"df1-WT","AT3G20340",NA,NA,"Down","Distal Columella_Down"
"227","AT3G20660","Distal Columella",18.1,16.7,38.6,61.4,0.0952,0.103,0.223,0.337,0.0988,0.296,1.53,5.07,56,7.56e-14,4.21e-11,3.96e-08,"df1-WT","OCT4",NA,NA,"Up","Distal Columella_Up"
"228","AT3G21680","Distal Columella",48.9,46.2,26.3,23.7,0.264,0.3,0.183,0.193,0.281,0.19,-0.932,5.24,21.9,2.93e-06,0.000283,1,"df1-WT","AT3G21680",NA,NA,"Down","Distal Columella_Down"
"229","AT3G22600","Distal Columella",22.5,22.5,13.5,10.6,0.0862,0.138,0.099,0.0801,0.111,0.0869,-0.937,4.2,14.2,0.000165,0.00779,1,"df1-WT","AT3G22600",NA,NA,"Down","Distal Columella_Down"
"230","AT3G22830","Distal Columella",69.7,56.4,38,27.7,0.294,0.347,0.267,0.196,0.32,0.222,-0.954,5.62,25.9,3.62e-07,4.73e-05,0.189,"df1-WT","HSFA6B","HSFA6B","heat shock transcription factor A6B","Down","Distal Columella_Down"
"231","AT3G22910","Distal Columella",304,287,654,804,0.603,0.638,0.787,0.876,0.62,0.844,1.3,9,71.7,2.75e-17,2.82e-14,1.44e-11,"df1-WT","ACA13",NA,NA,"Up","Distal Columella_Up"
"232","AT3G23090","Distal Columella",49.5,33.6,23.9,22.3,0.25,0.221,0.168,0.185,0.236,0.179,-0.799,5.07,15.4,8.91e-05,0.00455,1,"df1-WT","AT3G23090",NA,NA,"Down","Distal Columella_Down"
"233","AT3G23530","Distal Columella",19,12.1,11,5.43,0.111,0.095,0.0891,0.0525,0.103,0.0656,-0.968,3.66,10.8,0.00103,0.0345,1,"df1-WT","AT3G23530",NA,NA,"Down","Distal Columella_Down"
