"","gene","cluster_id","sc_111.cpm","sc_113.cpm","sc_112.cpm","sc_114.cpm","sc_111.frq","sc_113.frq","sc_112.frq","sc_114.frq","Control.frq","BRZ.frq","logFC","logCPM","F","p_val","p_adj.loc","p_adj.glb","contrast","Name","TF_Name","Description","up_dn_label","clust_up_dn"
"113","AT1G53190","Distal Columella",31,26.8,15.9,18.3,0.169,0.214,0.0782,0.14,0.192,0.112,-0.727,4.53,15.8,7.07e-05,0.00159,1,"BRZ-Control","AT1G53190",NA,NA,"Down","Distal Columella_Down"
"114","AT1G53400","Distal Columella",333,438,137,243,0.689,0.851,0.425,0.738,0.773,0.595,-1.05,8.17,71.6,2.78e-17,4.2e-15,1.55e-11,"BRZ-Control","AT1G53400",NA,NA,"Down","Distal Columella_Down"
"115","AT1G53633","Distal Columella",22.8,18,38.9,26.4,0.104,0.124,0.147,0.152,0.114,0.15,0.654,4.74,13.8,0.000207,0.004,1,"BRZ-Control","AT1G53633",NA,NA,"Up","Distal Columella_Up"
"116","AT1G53700","Distal Columella",99.9,211,64.9,121,0.311,0.561,0.215,0.374,0.441,0.301,-0.718,6.98,26.5,2.65e-07,1.06e-05,0.146,"BRZ-Control","WAG1",NA,NA,"Down","Distal Columella_Down"
"117","AT1G53708","Distal Columella",107,110,45.5,60.9,0.316,0.325,0.156,0.226,0.321,0.194,-1.03,6.34,48,4.38e-12,3.86e-10,2.44e-06,"BRZ-Control","RTFL9",NA,NA,"Down","Distal Columella_Down"
"118","AT1G54000","Distal Columella",409,453,703,689,0.572,0.867,0.643,0.93,0.725,0.799,0.693,9.14,37.1,1.14e-09,7.06e-08,0.000631,"BRZ-Control","GLL22",NA,NA,"Up","Distal Columella_Up"
"119","AT1G54050","Distal Columella",4.77,19.2,77.2,37,0.0275,0.131,0.199,0.175,0.0815,0.186,1.99,5.13,124,9.27e-29,4.23e-26,5.17e-23,"BRZ-Control","HSP17.4B",NA,NA,"Up","Distal Columella_Up"
"120","AT1G54460","Distal Columella",41.9,33.6,20.1,18.1,0.206,0.247,0.0945,0.138,0.227,0.118,-0.967,4.81,31.4,2.08e-08,9.99e-07,0.0115,"BRZ-Control","WDL2",NA,NA,"Down","Distal Columella_Down"
"121","AT1G55160","Distal Columella",21.5,26.6,18.6,14.4,0.121,0.216,0.0928,0.115,0.17,0.105,-0.604,4.36,10,0.00155,0.0222,1,"BRZ-Control","AT1G55160",NA,NA,"Down","Distal Columella_Down"
"122","AT1G55210","Distal Columella",25.6,30.2,82,47.9,0.0869,0.196,0.114,0.23,0.144,0.177,1.13,5.55,48.9,2.77e-12,2.5e-10,1.54e-06,"BRZ-Control","DIR20",NA,NA,"Up","Distal Columella_Up"
"123","AT1G55240","Distal Columella",12.6,45.2,53,88.8,0.053,0.194,0.155,0.299,0.126,0.233,1.35,5.72,67.6,2.14e-16,2.9e-14,1.19e-10,"BRZ-Control","AT1G55240",NA,NA,"Up","Distal Columella_Up"
"124","AT1G55450","Distal Columella",74,60,157,155,0.186,0.227,0.337,0.459,0.208,0.403,1.23,6.81,74.8,5.62e-18,9.54e-16,3.13e-12,"BRZ-Control","AT1G55450",NA,NA,"Up","Distal Columella_Up"
"125","AT1G56220","Distal Columella",31.7,44.2,65.8,63.2,0.138,0.339,0.228,0.399,0.242,0.321,0.751,5.71,23,1.65e-06,5.68e-05,0.91,"BRZ-Control","AT1G56220",NA,NA,"Up","Distal Columella_Up"
"126","AT1G56300","Distal Columella",102,92.2,191,113,0.383,0.496,0.56,0.564,0.442,0.562,0.591,6.96,18.3,1.86e-05,5e-04,1,"BRZ-Control","AT1G56300",NA,NA,"Up","Distal Columella_Up"
"127","AT1G57660","Distal Columella",51.5,59,113,70.6,0.25,0.378,0.397,0.412,0.317,0.406,0.672,6.2,20,7.66e-06,0.000228,1,"BRZ-Control","RPL21E",NA,NA,"Up","Distal Columella_Up"
"128","AT1G58200","Distal Columella",14,13.3,21.8,27.3,0.072,0.114,0.0977,0.184,0.0937,0.144,0.876,4.33,19.6,9.74e-06,0.000283,1,"BRZ-Control","MSL3",NA,NA,"Up","Distal Columella_Up"
"129","AT1G58270","Distal Columella",44.3,249,118,317,0.186,0.865,0.394,0.89,0.539,0.664,0.791,7.54,33.8,6.27e-09,3.35e-07,0.00347,"BRZ-Control","ZW9",NA,NA,"Up","Distal Columella_Up"
"130","AT1G59590","Distal Columella",35.1,51.8,93.1,110,0.163,0.312,0.336,0.484,0.24,0.416,1.22,6.21,63.9,1.38e-15,1.67e-13,7.68e-10,"BRZ-Control","ZCF37",NA,NA,"Up","Distal Columella_Up"
"131","AT1G59860","Distal Columella",15.3,104,52.4,131,0.0869,0.347,0.189,0.426,0.222,0.318,0.825,6.31,27.6,1.51e-07,6.33e-06,0.0832,"BRZ-Control","HSP17.6A",NA,NA,"Up","Distal Columella_Up"
"132","AT1G61570","Distal Columella",8.18,11.4,18.6,14.5,0.0466,0.0961,0.0993,0.108,0.0723,0.104,0.677,3.78,9.08,0.00258,0.0333,1,"BRZ-Control","TIM13",NA,NA,"Up","Distal Columella_Up"
"133","AT1G62020","Distal Columella",25.2,18.8,18,11.7,0.14,0.165,0.0847,0.0932,0.153,0.0893,-0.592,4.18,8.89,0.00287,0.036,1,"BRZ-Control","AT1G62020",NA,NA,"Down","Distal Columella_Down"
"134","AT1G62380","Distal Columella",19.8,49.7,18.9,21.9,0.0932,0.2,0.0765,0.16,0.149,0.122,-0.785,4.84,20.1,7.29e-06,0.000218,1,"BRZ-Control","ACO2",NA,NA,"Down","Distal Columella_Down"
"135","AT1G62390","Distal Columella",11.6,13.1,20.3,21.1,0.0678,0.112,0.0993,0.166,0.0906,0.135,0.735,4.12,12.6,0.000384,0.00683,1,"BRZ-Control","Phox2",NA,NA,"Up","Distal Columella_Up"
"136","AT1G62480","Distal Columella",371,335,232,211,0.735,0.865,0.451,0.707,0.802,0.59,-0.672,8.17,29.8,4.84e-08,2.2e-06,0.0268,"BRZ-Control","AT1G62480",NA,NA,"Down","Distal Columella_Down"
"137","AT1G62510","Distal Columella",6.82,22.8,2.39,9.37,0.0318,0.171,0.013,0.0781,0.104,0.0484,-1.32,3.52,27.6,1.47e-07,6.21e-06,0.0814,"BRZ-Control","AT1G62510",NA,NA,"Down","Distal Columella_Down"
"138","AT1G62990","Distal Columella",53.2,65.1,97.9,119,0.246,0.365,0.318,0.452,0.308,0.391,0.873,6.41,35.1,3.2e-09,1.82e-07,0.00177,"BRZ-Control","KNAT7","KNAT7","homeobox knotted-like protein","Up","Distal Columella_Up"
"139","AT1G63180","Distal Columella",58.6,49.2,32.9,30.1,0.208,0.265,0.101,0.137,0.237,0.121,-0.765,5.41,23.4,1.3e-06,4.6e-05,0.715,"BRZ-Control","UGE3",NA,NA,"Down","Distal Columella_Down"
"140","AT1G63720","Distal Columella",10.2,9.93,17.1,24,0.0593,0.0824,0.0863,0.188,0.0713,0.141,1.06,4.04,24.2,8.79e-07,3.19e-05,0.485,"BRZ-Control","AT1G63720",NA,NA,"Up","Distal Columella_Up"
"141","AT1G64200","Distal Columella",147,169,411,274,0.462,0.657,0.658,0.741,0.563,0.703,1.08,7.97,71.7,2.62e-17,3.98e-15,1.46e-11,"BRZ-Control","VHA-E3",NA,NA,"Up","Distal Columella_Up"
"142","AT1G65570","Distal Columella",756,2470,618,814,0.191,0.492,0.191,0.393,0.347,0.301,-0.957,10.2,79.5,5.22e-19,1.03e-16,2.91e-13,"BRZ-Control","AT1G65570",NA,NA,"Down","Distal Columella_Down"
"143","AT1G65690","Distal Columella",29.7,115,123,197,0.117,0.278,0.305,0.481,0.201,0.4,1.3,6.9,80.2,3.6e-19,7.24e-17,2.01e-13,"BRZ-Control","NHL6",NA,NA,"Up","Distal Columella_Up"
"144","AT1G65730","Distal Columella",25.9,38.5,21.5,19.8,0.138,0.265,0.0961,0.149,0.204,0.125,-0.676,4.75,15,0.000108,0.00227,1,"BRZ-Control","YSL7",NA,NA,"Down","Distal Columella_Down"
"145","AT1G66150","Distal Columella",37.1,35.3,16.5,25.3,0.197,0.265,0.0879,0.181,0.232,0.138,-0.757,4.85,19.6,9.76e-06,0.000283,1,"BRZ-Control","TMK1",NA,NA,"Down","Distal Columella_Down"
"146","AT1G66480","Distal Columella",10.9,28.3,27.5,37.3,0.0678,0.198,0.124,0.241,0.135,0.188,0.711,4.79,16,6.24e-05,0.00143,1,"BRZ-Control","AT1G66480",NA,NA,"Up","Distal Columella_Up"
"147","AT1G67030","Distal Columella",25.9,16.7,10.2,15.6,0.14,0.127,0.0521,0.114,0.133,0.0856,-0.609,4.11,8.99,0.00272,0.0345,1,"BRZ-Control","ZFP6","ZFP6","zinc finger protein 6","Down","Distal Columella_Down"
"148","AT1G67340","Distal Columella",23.5,33,10.8,23.4,0.131,0.227,0.0537,0.168,0.181,0.116,-0.708,4.56,14.8,0.00012,0.0025,1,"BRZ-Control","AT1G67340",NA,NA,"Down","Distal Columella_Down"
"149","AT1G67360","Distal Columella",24.5,37.4,41.3,55.7,0.112,0.269,0.182,0.352,0.193,0.275,0.645,5.37,16,6.3e-05,0.00144,1,"BRZ-Control","AT1G67360",NA,NA,"Up","Distal Columella_Up"
"150","AT1G67500","Distal Columella",32,13.7,13.2,9.68,0.167,0.108,0.0684,0.074,0.136,0.0714,-0.89,4.04,18.2,1.97e-05,0.000528,1,"BRZ-Control","REV3",NA,NA,"Down","Distal Columella_Down"
"151","AT1G67850","Distal Columella",322,202,185,144,0.695,0.694,0.485,0.586,0.695,0.54,-0.643,7.73,25.3,4.95e-07,1.89e-05,0.273,"BRZ-Control","AT1G67850",NA,NA,"Down","Distal Columella_Down"
"152","AT1G67920","Distal Columella",123,143,526,356,0.356,0.506,0.705,0.734,0.434,0.721,1.7,8.17,177,4.06e-40,4.17e-37,2.27e-34,"BRZ-Control","AT1G67920",NA,NA,"Up","Distal Columella_Up"
"153","AT1G68150","Distal Columella",29,38.3,19.2,22.9,0.159,0.28,0.0928,0.168,0.222,0.134,-0.681,4.8,15.5,8.08e-05,0.00179,1,"BRZ-Control","WRKY9","WRKY9","WRKY DNA-binding protein 9","Down","Distal Columella_Down"
"154","AT1G68450","Distal Columella",226,291,383,411,0.587,0.684,0.676,0.801,0.637,0.744,0.627,8.36,26.7,2.41e-07,9.82e-06,0.133,"BRZ-Control","VQ8",NA,NA,"Up","Distal Columella_Up"
"155","AT1G69450","Distal Columella",38.2,42.9,77.8,68.5,0.193,0.316,0.296,0.395,0.257,0.35,0.835,5.85,29,7.32e-08,3.21e-06,0.0405,"BRZ-Control","AT1G69450",NA,NA,"Up","Distal Columella_Up"
"156","AT1G69830","Distal Columella",187,118,102,76.8,0.492,0.425,0.277,0.31,0.457,0.295,-0.746,6.9,29.1,6.96e-08,3.06e-06,0.0385,"BRZ-Control","AMY3",NA,NA,"Down","Distal Columella_Down"
"157","AT1G69920","Distal Columella",30.3,46.7,41.3,77.7,0.0869,0.114,0.0977,0.144,0.101,0.123,0.617,5.67,15.1,0.000101,0.00216,1,"BRZ-Control","GSTU12",NA,NA,"Up","Distal Columella_Up"
"158","AT1G70690","Distal Columella",25.9,30.4,45.8,45.1,0.127,0.208,0.191,0.281,0.169,0.24,0.676,5.24,17.5,2.9e-05,0.000743,1,"BRZ-Control","CRRSP2",NA,NA,"Up","Distal Columella_Up"
"159","AT1G70700","Distal Columella",46.4,33.6,104,56,0.182,0.208,0.218,0.279,0.196,0.251,0.945,5.9,37,1.18e-09,7.25e-08,0.000654,"BRZ-Control","JAZ9","TIFY7","TIFY domain/Divergent CCT motif family protein","Up","Distal Columella_Up"
"160","AT1G70750","Distal Columella",5.79,11.2,20.6,19,0.0339,0.0824,0.0945,0.14,0.0591,0.119,1.14,3.92,26.2,3.08e-07,1.23e-05,0.17,"BRZ-Control","MYOB2",NA,NA,"Up","Distal Columella_Up"
"161","AT1G71000","Distal Columella",26.2,9.09,49.4,20.9,0.0763,0.0725,0.137,0.103,0.0743,0.118,1.04,4.68,31.7,1.8e-08,8.74e-07,0.00997,"BRZ-Control","AT1G71000",NA,NA,"Up","Distal Columella_Up"
"162","AT1G72140","Distal Columella",43.6,50.1,135,96.8,0.186,0.257,0.34,0.4,0.223,0.373,1.26,6.36,70.8,4.15e-17,6.22e-15,2.31e-11,"BRZ-Control","NPF5.12",NA,NA,"Up","Distal Columella_Up"
"163","AT1G72150","Distal Columella",53.8,104,31.7,55.6,0.239,0.529,0.145,0.359,0.39,0.261,-0.846,5.97,29.7,4.98e-08,2.25e-06,0.0275,"BRZ-Control","PATL1",NA,NA,"Down","Distal Columella_Down"
"164","AT1G72370","Distal Columella",94.7,93.4,165,130,0.4,0.543,0.502,0.614,0.475,0.562,0.631,6.92,20.8,5.11e-06,0.000157,1,"BRZ-Control","RPSAA",NA,NA,"Up","Distal Columella_Up"
"165","AT1G72416","Distal Columella",85.2,63.6,170,81.6,0.331,0.353,0.451,0.385,0.342,0.415,0.675,6.64,22.2,2.41e-06,8.01e-05,1,"BRZ-Control","AT1G72416",NA,NA,"Up","Distal Columella_Up"
"166","AT1G72510","Distal Columella",812,1360,1320,1950,0.894,0.984,0.935,0.988,0.941,0.964,0.609,10.4,35.6,2.51e-09,1.46e-07,0.00139,"BRZ-Control","AT1G72510",NA,NA,"Up","Distal Columella_Up"
"167","AT1G73165","Distal Columella",15.7,29,10.8,15,0.0614,0.208,0.0521,0.118,0.137,0.0878,-0.809,4.2,16.1,6.05e-05,0.00139,1,"BRZ-Control","CLE1",NA,NA,"Down","Distal Columella_Down"
"168","AT1G73260","Distal Columella",13,63,38.9,99.3,0.0318,0.384,0.0977,0.408,0.215,0.266,0.957,5.83,34.2,4.99e-09,2.72e-07,0.00277,"BRZ-Control","KTI1",NA,NA,"Up","Distal Columella_Up"
"169","AT1G73760","Distal Columella",32.4,13.9,13.2,9.05,0.159,0.11,0.0619,0.0671,0.133,0.0647,-0.96,4.03,21,4.54e-06,0.000141,1,"BRZ-Control","AT1G73760",NA,NA,"Down","Distal Columella_Down"
"170","AT1G73920","Distal Columella",78,53.9,119,86.2,0.367,0.363,0.453,0.497,0.365,0.477,0.642,6.4,19.3,1.11e-05,0.000314,1,"BRZ-Control","AT1G73920",NA,NA,"Up","Distal Columella_Up"
"171","AT1G74310","Distal Columella",146,275,469,335,0.436,0.727,0.73,0.763,0.588,0.748,0.962,8.26,58.4,2.26e-14,2.46e-12,1.26e-08,"BRZ-Control","CLPB1",NA,NA,"Up","Distal Columella_Up"
"172","AT1G74590","Distal Columella",4.09,12.5,19.5,38.2,0.0212,0.0686,0.0798,0.173,0.0458,0.13,1.78,4.37,70.3,5.32e-17,7.91e-15,2.96e-11,"BRZ-Control","GSTU10",NA,NA,"Up","Distal Columella_Up"
"173","AT1G74910","Distal Columella",219,168,130,100,0.572,0.561,0.347,0.427,0.566,0.391,-0.753,7.26,31.7,1.79e-08,8.7e-07,0.0099,"BRZ-Control","AT1G74910",NA,NA,"Down","Distal Columella_Down"
"174","AT1G74950","Distal Columella",251,282,475,413,0.672,0.867,0.814,0.923,0.773,0.874,0.732,8.48,36.9,1.26e-09,7.67e-08,7e-04,"BRZ-Control","TIFY10B","TIFY10B","TIFY domain/Divergent CCT motif family protein","Up","Distal Columella_Up"
"175","AT1G75000","Distal Columella",46.4,130,75.4,186,0.235,0.492,0.269,0.593,0.369,0.445,0.592,6.82,17,3.7e-05,0.000911,1,"BRZ-Control","AT1G75000",NA,NA,"Up","Distal Columella_Up"
"176","AT1G75390","Distal Columella",3.41,12.7,7.18,23.7,0.0191,0.104,0.0358,0.185,0.0631,0.117,0.937,3.77,15.4,8.58e-05,0.00188,1,"BRZ-Control","BZIP44","bZIP44","basic leucine-zipper 44","Up","Distal Columella_Up"
"177","AT1G76070","Distal Columella",174,167,449,294,0.5,0.692,0.741,0.799,0.6,0.772,1.09,8.09,74.5,6.37e-18,1.07e-15,3.55e-12,"BRZ-Control","AT1G76070",NA,NA,"Up","Distal Columella_Up"
"178","AT1G76550","Distal Columella",34.4,25.4,16.8,16.2,0.193,0.194,0.0765,0.126,0.193,0.103,-0.816,4.52,19.8,8.48e-06,0.00025,1,"BRZ-Control","PFP-ALPHA2",NA,NA,"Down","Distal Columella_Down"
"179","AT1G76640","Distal Columella",236,398,930,788,0.445,0.849,0.686,0.889,0.655,0.796,1.47,9.2,159,2.07e-36,1.63e-33,1.15e-30,"BRZ-Control","CML39",NA,NA,"Up","Distal Columella_Up"
"180","AT1G76650","Distal Columella",242,254,822,612,0.381,0.671,0.684,0.832,0.532,0.764,1.51,8.92,163,3.51e-37,3e-34,1.96e-31,"BRZ-Control","CML38",NA,NA,"Up","Distal Columella_Up"
"181","AT1G76700","Distal Columella",46.7,29.4,75.4,45.7,0.212,0.224,0.316,0.308,0.218,0.312,0.664,5.62,17.9,2.3e-05,0.000606,1,"BRZ-Control","ATJ10",NA,NA,"Up","Distal Columella_Up"
"182","AT1G77330","Distal Columella",1080,1540,614,1030,0.894,0.963,0.661,0.86,0.93,0.769,-0.692,10.1,43.1,5.34e-11,4.02e-09,2.97e-05,"BRZ-Control","AT1G77330",NA,NA,"Down","Distal Columella_Down"
"183","AT1G77450","Distal Columella",89.6,96.2,159,156,0.316,0.518,0.454,0.616,0.421,0.542,0.757,6.98,30.1,4.25e-08,1.94e-06,0.0235,"BRZ-Control","NAC032","NAC032","NAC domain containing protein 32","Up","Distal Columella_Up"
"184","AT1G77525","Distal Columella",17,30.6,11.4,19,0.0784,0.125,0.0407,0.0986,0.103,0.0722,-0.651,4.36,11.3,0.000772,0.0124,1,"BRZ-Control","AT1G77525",NA,NA,"Down","Distal Columella_Down"
"185","AT1G77610","Distal Columella",98.2,125,64,82.4,0.422,0.569,0.251,0.427,0.498,0.347,-0.61,6.54,18,2.23e-05,0.000589,1,"BRZ-Control","UDP-GALT1",NA,NA,"Down","Distal Columella_Down"
"186","AT1G77760","Distal Columella",76.3,55.4,168,103,0.299,0.302,0.412,0.427,0.3,0.42,1.01,6.65,49.8,1.75e-12,1.61e-10,9.74e-07,"BRZ-Control","NIA1",NA,NA,"Up","Distal Columella_Up"
"187","AT1G77840","Distal Columella",73.6,88.3,43.4,60.7,0.278,0.437,0.184,0.359,0.36,0.279,-0.639,6.07,17.8,2.45e-05,0.00064,1,"BRZ-Control","AT1G77840",NA,NA,"Down","Distal Columella_Down"
"188","AT1G77885","Distal Columella",57.6,37.8,27.8,21.9,0.203,0.178,0.111,0.127,0.19,0.12,-0.912,5.15,31.8,1.7e-08,8.35e-07,0.00942,"BRZ-Control","AT1G77885",NA,NA,"Down","Distal Columella_Down"
"189","AT1G78120","Distal Columella",50.1,40.2,14.4,19,0.195,0.22,0.0603,0.11,0.208,0.0871,-1.37,4.94,64.2,1.2e-15,1.46e-13,6.65e-10,"BRZ-Control","TPR12",NA,NA,"Down","Distal Columella_Down"
"190","AT1G78210","Distal Columella",66.1,83.9,286,164,0.182,0.329,0.308,0.371,0.259,0.342,1.51,7.23,117,2.77e-27,1.12e-24,1.55e-21,"BRZ-Control","AT1G78210",NA,NA,"Up","Distal Columella_Up"
"191","AT1G78240","Distal Columella",20.8,17.1,31.7,26.1,0.104,0.129,0.148,0.179,0.117,0.165,0.607,4.6,11.2,0.000819,0.0129,1,"BRZ-Control","QUA2",NA,NA,"Up","Distal Columella_Up"
"192","AT1G78340","Distal Columella",3100,1570,1350,871,0.964,0.955,0.849,0.882,0.959,0.867,-1.02,10.7,104,1.81e-24,5.39e-22,1.01e-18,"BRZ-Control","GSTU22",NA,NA,"Down","Distal Columella_Down"
"193","AT1G78830","Distal Columella",217,464,295,842,0.506,0.765,0.611,0.926,0.641,0.782,0.66,8.84,31.4,2.15e-08,1.03e-06,0.0119,"BRZ-Control","AT1G78830",NA,NA,"Up","Distal Columella_Up"
"194","AT1G78850","Distal Columella",1170,1280,1740,2240,0.71,0.824,0.879,0.958,0.769,0.922,0.692,10.7,47.6,5.27e-12,4.56e-10,2.93e-06,"BRZ-Control","AT1G78850",NA,NA,"Up","Distal Columella_Up"
"195","AT1G79310","Distal Columella",10.9,28.5,35.6,47.9,0.053,0.206,0.13,0.255,0.132,0.198,1.07,5.02,38.8,4.77e-10,3.13e-08,0.000264,"BRZ-Control","AMC7",NA,NA,"Up","Distal Columella_Up"
"196","AT1G79580","Distal Columella",19.8,18.8,7.78,11.4,0.108,0.157,0.0407,0.0918,0.133,0.0685,-0.955,3.88,19.4,1.07e-05,0.000306,1,"BRZ-Control","SMB","SMB","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein","Down","Distal Columella_Down"
"197","AT1G80840","Distal Columella",1130,706,2290,1000,0.773,0.9,0.883,0.921,0.839,0.903,0.763,10.3,54.4,1.73e-13,1.76e-11,9.64e-08,"BRZ-Control","WRKY40","WRKY40","WRKY DNA-binding protein 40","Up","Distal Columella_Up"
"198","AT5G01380","Distal Columella",55.9,42.9,112,68.4,0.191,0.253,0.293,0.337,0.223,0.317,0.832,6.12,30.1,4.12e-08,1.89e-06,0.0228,"BRZ-Control","GT-3A","AT5G01380","Homeodomain-like superfamily protein","Up","Distal Columella_Up"
"199","AT5G01750","Distal Columella",622,654,1210,965,0.797,0.896,0.883,0.945,0.848,0.917,0.761,9.75,49.3,2.24e-12,2.04e-10,1.25e-06,"BRZ-Control","AT5G01750",NA,NA,"Up","Distal Columella_Up"
"200","AT5G01820","Distal Columella",85.9,165,160,308,0.364,0.696,0.493,0.812,0.537,0.667,0.901,7.51,45.9,1.25e-11,1.02e-09,6.96e-06,"BRZ-Control","CIPK14",NA,NA,"Up","Distal Columella_Up"
"201","AT5G02230","Distal Columella",450,376,813,585,0.642,0.775,0.735,0.847,0.711,0.795,0.745,9.12,42.7,6.52e-11,4.83e-09,3.62e-05,"BRZ-Control","AT5G02230",NA,NA,"Up","Distal Columella_Up"
"202","AT5G02420","Distal Columella",104,61.3,61,42.3,0.451,0.386,0.261,0.296,0.418,0.28,-0.649,6.05,18.5,1.69e-05,0.000455,1,"BRZ-Control","SMR3",NA,NA,"Down","Distal Columella_Down"
"203","AT5G02450","Distal Columella",63,115,126,156,0.294,0.62,0.454,0.688,0.463,0.581,0.687,6.87,23.9,1.02e-06,3.68e-05,0.563,"BRZ-Control","RPL36C",NA,NA,"Up","Distal Columella_Up"
"204","AT5G03210","Distal Columella",94.7,95.1,317,154,0.311,0.51,0.604,0.675,0.414,0.643,1.21,7.37,78.8,7.26e-19,1.39e-16,4.05e-13,"BRZ-Control","AT5G03210",NA,NA,"Up","Distal Columella_Up"
"205","AT5G03280","Distal Columella",25.2,18.8,15.6,11.7,0.138,0.153,0.0749,0.0932,0.146,0.0848,-0.689,4.14,11.7,0.000615,0.0103,1,"BRZ-Control","EIN2",NA,NA,"Down","Distal Columella_Down"
"206","AT5G03630","Distal Columella",408,367,751,640,0.748,0.845,0.852,0.904,0.798,0.88,0.84,9.08,53.7,2.37e-13,2.37e-11,1.32e-07,"BRZ-Control","MDAR2",NA,NA,"Up","Distal Columella_Up"
"207","AT5G03700","Distal Columella",16,27.5,30.8,39.3,0.0805,0.212,0.147,0.271,0.149,0.214,0.677,4.9,15.4,8.69e-05,0.0019,1,"BRZ-Control","AT5G03700",NA,NA,"Up","Distal Columella_Up"
"208","AT5G04120","Distal Columella",21.1,52,47.9,87.3,0.108,0.369,0.217,0.49,0.243,0.365,0.911,5.77,32.4,1.28e-08,6.44e-07,0.00709,"BRZ-Control","IPSP",NA,NA,"Up","Distal Columella_Up"
"209","AT5G04200","Distal Columella",89.6,183,54.5,75.5,0.0975,0.306,0.0814,0.181,0.206,0.135,-1.03,6.67,50.5,1.24e-12,1.16e-10,6.9e-07,"BRZ-Control","AMC9",NA,NA,"Down","Distal Columella_Down"
"210","AT5G04250","Distal Columella",55.2,40.4,85.6,69.3,0.256,0.294,0.336,0.399,0.276,0.37,0.709,5.97,21.5,3.51e-06,0.000111,1,"BRZ-Control","AT5G04250",NA,NA,"Up","Distal Columella_Up"
"211","AT5G04340","Distal Columella",885,775,1410,1140,0.841,0.931,0.93,0.966,0.888,0.949,0.613,10,33.9,5.8e-09,3.11e-07,0.00321,"BRZ-Control","ZAT6","ZAT6","6","Up","Distal Columella_Up"
"212","AT5G04970","Distal Columella",172,218,75.4,124,0.53,0.731,0.282,0.512,0.634,0.407,-0.991,7.21,53.2,3.06e-13,3.03e-11,1.7e-07,"BRZ-Control","PME47",NA,NA,"Down","Distal Columella_Down"
"213","AT5G05440","Distal Columella",6.82,14.6,8.68,26.4,0.036,0.129,0.0456,0.185,0.0845,0.121,0.718,3.99,10.6,0.00115,0.0173,1,"BRZ-Control","PYL5",NA,NA,"Up","Distal Columella_Up"
"214","AT5G05820","Distal Columella",26.6,35.7,16.2,18.7,0.146,0.265,0.0798,0.137,0.208,0.111,-0.847,4.63,22.2,2.52e-06,8.32e-05,1,"BRZ-Control","AT5G05820",NA,NA,"Down","Distal Columella_Down"
"215","AT5G05880","Distal Columella",50.4,44,21.2,22.8,0.237,0.288,0.104,0.163,0.264,0.136,-1.08,5.11,43.1,5.43e-11,4.07e-09,3.02e-05,"BRZ-Control","UGT76C4",NA,NA,"Down","Distal Columella_Down"
"216","AT5G06330","Distal Columella",13.3,20.9,6.28,15.1,0.0784,0.163,0.0326,0.105,0.122,0.0722,-0.651,3.89,8.94,0.00279,0.0352,1,"BRZ-Control","AT5G06330",NA,NA,"Down","Distal Columella_Down"
"217","AT5G06570","Distal Columella",7.84,5.28,69.7,33.6,0.0381,0.0373,0.168,0.152,0.0377,0.159,2.91,4.87,198,7.99e-45,1.26e-41,4.46e-39,"BRZ-Control","AT5G06570",NA,NA,"Up","Distal Columella_Up"
"218","AT5G06760","Distal Columella",49.8,66.6,91.3,131,0.157,0.304,0.287,0.5,0.233,0.403,0.933,6.44,39.9,2.74e-10,1.86e-08,0.000152,"BRZ-Control","LEA46",NA,NA,"Up","Distal Columella_Up"
"219","AT5G07010","Distal Columella",161,71.9,195,158,0.352,0.271,0.355,0.414,0.31,0.387,0.706,7.19,27,2.07e-07,8.55e-06,0.114,"BRZ-Control","SOT15",NA,NA,"Up","Distal Columella_Up"
"220","AT5G07680","Distal Columella",1.36,2.96,18.3,24.7,0.00636,0.0235,0.0782,0.147,0.0153,0.115,3.24,3.74,124,1.17e-28,5.11e-26,6.53e-23,"BRZ-Control","NAC079","NAC080","NAC domain containing protein 80","Up","Distal Columella_Up"
"221","AT5G07860","Distal Columella",80.4,130,57.8,71.8,0.297,0.5,0.204,0.34,0.402,0.278,-0.689,6.43,22.1,2.54e-06,8.39e-05,1,"BRZ-Control","AT5G07860",NA,NA,"Down","Distal Columella_Down"
"222","AT5G09590","Distal Columella",13.6,16.1,30.2,22.2,0.0805,0.12,0.127,0.168,0.101,0.15,0.755,4.39,15.4,8.8e-05,0.00192,1,"BRZ-Control","HSP70-10",NA,NA,"Up","Distal Columella_Up"
"223","AT5G10030","Distal Columella",22.5,25.8,54.8,59,0.133,0.176,0.248,0.345,0.156,0.301,1.23,5.38,56.3,6.54e-14,6.78e-12,3.64e-08,"BRZ-Control","TGA4","TGA4","TGACG motif-binding factor 4","Up","Distal Columella_Up"
"224","AT5G10260","Distal Columella",105,67,67.3,36.4,0.347,0.345,0.166,0.19,0.346,0.179,-0.759,6.08,25.3,4.89e-07,1.88e-05,0.27,"BRZ-Control","RABH1E",NA,NA,"Down","Distal Columella_Down"
"225","AT5G10520","Distal Columella",182,211,88.3,132,0.521,0.624,0.301,0.475,0.574,0.396,-0.852,7.27,40.1,2.43e-10,1.65e-08,0.000135,"BRZ-Control","RBK1",NA,NA,"Down","Distal Columella_Down"
